probeName	baseMean	pvalue	padj	FC	signFCPosPadjFilter	signFCNegPadjFilter	MedianFilterOut	myfileName	entrezID	geneSymbol
PLIN2_21957	15854.1742149923	2.83014136903937e-13	4.22540106397578e-10	1.88085002761373	1	0	0	PFOS2vsDMSO.txt	123	PLIN2
CYP2A6_28673	5005.36413216644	1.35217973397544e-08	1.00940217141266e-05	-2.10878382484931	0	1	0	PFOS2vsDMSO.txt	1548	CYP2A6
FGFR2_2417	758.929056332096	2.93325159670087e-06	0.0014597815446248	1.91743746654797	1	0	0	PFOS2vsDMSO.txt	2263	FGFR2
FN1_2459	18478.4005843994	1.05961328198769e-05	0.00197750328750953	-1.79123298493703	0	1	0	PFOS2vsDMSO.txt	2335	FN1
GCLC_22866	887.119986001973	9.34772947916385e-06	0.00197750328750953	-1.48375599221365	0	0	0	PFOS2vsDMSO.txt	2729	GCLC
GSTA2_2817	1619.98256526527	8.12872974290329e-06	0.00197750328750953	-3.35990727571546	0	1	0	PFOS2vsDMSO.txt	2939	GSTA2
GSTA5_24748	110.930271917148	6.07134758409558e-06	0.00197750328750953	-53.6707951544925	0	1	0	PFOS2vsDMSO.txt	221357	GSTA5
SRP72_28388	268.17971018802	8.54690130870213e-06	0.00197750328750953	-1.79778039592738	0	1	0	PFOS2vsDMSO.txt	6731	SRP72
FAH_2303	747.467300955859	1.79655932969871e-05	0.00298029231026687	1.93016733844807	1	0	0	PFOS2vsDMSO.txt	2184	FAH
UGT1A6_7540	73.5797162577016	2.21582923303175e-05	0.0033082330449164	-3.30697814650118	0	1	0	PFOS2vsDMSO.txt	54578	UGT1A6
HADHA_2875	980.803601521185	2.79678897891558e-05	0.00347967162126746	1.4670549732721	0	0	0	PFOS2vsDMSO.txt	3030	HADHA
UGT2B7_7548	1227.76877824009	2.70909906846254e-05	0.00347967162126746	-2.03361549938969	0	1	0	PFOS2vsDMSO.txt	7364	UGT2B7
MASP2_27484	1278.10770352849	4.52295677616635e-05	0.00450184964454424	-1.30430765810638	0	0	0	PFOS2vsDMSO.txt	10747	MASP2
UGT2B7_21389	16084.716450693	4.09176676386819e-05	0.00450184964454424	-1.35124624163011	0	0	0	PFOS2vsDMSO.txt	7364	UGT2B7
CYP2A6_1709	781.862379091341	4.37789286445523e-05	0.00450184964454424	-1.86015824800833	0	1	0	PFOS2vsDMSO.txt	1548	CYP2A6
CYP4A11_15140	4947.71124266252	5.89805951364235e-05	0.00550362678366752	1.29011047353684	0	0	0	PFOS2vsDMSO.txt	1579	CYP4A11
FMO5_11213	738.144588028869	7.90653836815786e-05	0.00694380104921158	-1.44616942135301	0	0	0	PFOS2vsDMSO.txt	2330	FMO5
CALR_943	5529.82987521046	9.83351319121854e-05	0.00815635288582738	1.73402605390034	1	0	0	PFOS2vsDMSO.txt	811	CALR
YME1L1_7799	199.949252694759	0.000105804682296355	0.0083140205614978	-2.06858543379387	0	1	0	PFOS2vsDMSO.txt	10730	YME1L1
RPSA_6025	115.375944406593	0.0001277666055559	0.00953777710474791	2.13618782982988	1	0	0	PFOS2vsDMSO.txt	3921	RPSA
KIAA1033_3574	745.756481461129	0.00013430106299537	0.00954816605009944	-1.37142964518169	0	0	0	PFOS2vsDMSO.txt	23325	KIAA1033
ARRDC4_12510	2249.60492775294	0.000143866645316443	0.00976331370261132	-1.48243675962255	0	0	0	PFOS2vsDMSO.txt	91947	ARRDC4
HMGCR_3029	837.655432935671	0.000154352012073782	0.0100194588707024	-1.53079750860701	0	1	0	PFOS2vsDMSO.txt	3156	HMGCR
CRP_15847	1632.69013240842	0.000163848085055743	0.010056096986486	2.12903615427417	1	0	0	PFOS2vsDMSO.txt	1401	CRP
NUS1_4786	112.701008920644	0.000171515386137158	0.010056096986486	-2.44156895375478	0	1	0	PFOS2vsDMSO.txt	116150	NUS1
TTR_7397	326085.236154867	0.000175122921398953	0.010056096986486	-1.40845556938347	0	0	0	PFOS2vsDMSO.txt	7276	TTR
SLC1A2_24387	135.338942470207	0.000202640083009471	0.0112052460715978	-2.12552889045447	0	1	0	PFOS2vsDMSO.txt	6506	SLC1A2
CYP2B7P_28166	942.131490815352	0.000259372983641485	0.0138301380205978	-1.70447646228936	0	1	0	PFOS2vsDMSO.txt	1556	CYP2B7P
IGFBP1_10877	258.986301366991	0.000300752887309876	0.0154835883018498	-2.42489889120556	0	1	0	PFOS2vsDMSO.txt	3484	IGFBP1
CYP39A1_17915	196.222877760594	0.000331919346794094	0.0159856640246317	-1.67391037947765	0	1	0	PFOS2vsDMSO.txt	51302	CYP39A1
IDI1_12170	5770.63313518439	0.000331806547692874	0.0159856640246317	-1.67060053172215	0	1	0	PFOS2vsDMSO.txt	3422	IDI1
CYP2B6_14401	2588.17266884232	0.000360879000996283	0.0166777360370039	-1.90692314585747	0	1	0	PFOS2vsDMSO.txt	1555	CYP2B6
MSMO1_4315	6840.63141031365	0.000368630468332972	0.0166777360370039	-1.55115631468621	0	1	0	PFOS2vsDMSO.txt	6307	MSMO1
ECH1_2022	583.366285465252	0.000421227094116377	0.0183110226716639	1.297006453489	0	0	0	PFOS2vsDMSO.txt	1891	ECH1
TBP_28217	184.385487330214	0.000429260410923133	0.0183110226716639	1.59608968987642	1	0	0	PFOS2vsDMSO.txt	6908	TBP
DNAJB9_18970	628.789992812039	0.000452491000471322	0.0187658073251023	-1.44205469543427	0	0	0	PFOS2vsDMSO.txt	4189	DNAJB9
ABCC3_26788	780.00536516672	0.000553461865735916	0.0216716847437491	1.58274753050048	1	0	0	PFOS2vsDMSO.txt	8714	ABCC3
APP_367	1215.09804584384	0.000622584692381488	0.0216716847437491	-1.69540133011968	0	1	0	PFOS2vsDMSO.txt	351	APP
ATP11C_19755	342.579949112462	0.000588560934409341	0.0216716847437491	-1.45254134219605	0	0	0	PFOS2vsDMSO.txt	286410	ATP11C
FN1_13666	13772.2723023904	0.000568535684412962	0.0216716847437491	-1.43070585206197	0	0	0	PFOS2vsDMSO.txt	2335	FN1
FNDC4_26595	150.909553743976	0.000624167745466316	0.0216716847437491	2.0998437408583	1	0	0	PFOS2vsDMSO.txt	64838	FNDC4
IPO5_3401	131.745440331654	0.000618201355846577	0.0216716847437491	-1.78527380894468	0	1	0	PFOS2vsDMSO.txt	3843	IPO5
TMBIM6_22300	3223.68354377856	0.000562014910694054	0.0216716847437491	-1.38130264349161	0	0	0	PFOS2vsDMSO.txt	7009	TMBIM6
FN1_27231	31647.7485479135	0.000662764453693053	0.0224888029400847	-1.77990571957464	0	1	0	PFOS2vsDMSO.txt	2335	FN1
CYP51A1_1742	5694.13980187716	0.000740988992830793	0.0243801232800004	-1.3315496280442	0	0	0	PFOS2vsDMSO.txt	1595	CYP51A1
HTRA1_3172	325.989666182662	0.000751162539102491	0.0243801232800004	-1.74020425213437	0	1	0	PFOS2vsDMSO.txt	5654	HTRA1
TM9SF2_7142	3080.34410882372	0.000805524899265691	0.0255882696724186	-1.20548683704474	0	0	0	PFOS2vsDMSO.txt	9375	TM9SF2
DUSP11_1981	233.268941738642	0.000891979488576777	0.0261122622832378	-1.40628337193731	0	0	0	PFOS2vsDMSO.txt	8446	DUSP11
FAM96A_14110	328.089027827957	0.000879667740395509	0.0261122622832378	-1.76589321368527	0	1	0	PFOS2vsDMSO.txt	84191	FAM96A
PI4KA_5128	390.889336201124	0.000854972436643223	0.0261122622832378	1.62067474250542	1	0	0	PFOS2vsDMSO.txt	5297	PI4KA
UGDH_7525	4914.87128957053	0.000886929841256483	0.0261122622832378	-1.43530501735052	0	0	0	PFOS2vsDMSO.txt	7358	UGDH
CLIC4_1388	1787.08541499587	0.00092426007277871	0.0265369286280503	-1.27702249530004	0	0	0	PFOS2vsDMSO.txt	25932	CLIC4
CES2_13386	538.351992959708	0.000954586559131412	0.0268905232600603	1.83325861054581	1	0	0	PFOS2vsDMSO.txt	8824	CES2
AGXT2_28617	119.728187846657	0.000989850491176678	0.02736753302457	-2.19287973477033	0	1	0	PFOS2vsDMSO.txt	64902	AGXT2
AKR1C3_26820	2518.92753823143	0.00104506903570639	0.0283688740056298	-1.645325214449	0	1	0	PFOS2vsDMSO.txt	8644	AKR1C3
PARP14_15187	238.289628319098	0.00111403500990104	0.0297009691032545	-1.72239892974239	0	1	0	PFOS2vsDMSO.txt	54625	PARP14
ACADVL_20681	2212.92764530892	0.00124857353697649	0.0326627818976088	1.46160417715719	0	0	0	PFOS2vsDMSO.txt	37	ACADVL
NAMPT_28431	3259.43027879735	0.00126888235101226	0.0326627818976088	-1.33069991644778	0	0	0	PFOS2vsDMSO.txt	10135	NAMPT
CDK4_1203	687.593264867251	0.00145607171021432	0.0368460180228811	1.23466055524681	0	0	0	PFOS2vsDMSO.txt	1019	CDK4
ACOX1_20713	2413.33081946946	0.00190970768952742	0.0475198930077407	1.33673488577829	0	0	0	PFOS2vsDMSO.txt	51	ACOX1
LRRFIP2_14725	115.12858517166	0.00205885484315226	0.0503913160791201	-1.60968188512611	0	0	0	PFOS2vsDMSO.txt	9209	LRRFIP2
ETS1_2248	106.265751524965	0.00220632334012867	0.0531296894647114	-2.15991835285595	0	0	0	PFOS2vsDMSO.txt	2113	ETS1
COPS5_1497	254.569018761153	0.0023543334139335	0.0532578755606471	-1.42731287009586	0	0	0	PFOS2vsDMSO.txt	10987	COPS5
HMGCS2_16503	23689.7897492497	0.00230987739079622	0.0532578755606471	1.24802550038463	0	0	0	PFOS2vsDMSO.txt	3158	HMGCS2
RAB1A_5660	1890.56291548317	0.00233225065100619	0.0532578755606471	-1.2743418142372	0	0	0	PFOS2vsDMSO.txt	5861	RAB1A
RAB6C_19175	104.806167072703	0.00233231452400861	0.0532578755606471	-2.34718017240113	0	0	0	PFOS2vsDMSO.txt	84084	RAB6C
F5_24874	295.007014010608	0.00243640225827488	0.0537113734713175	-1.63711625194727	0	0	0	PFOS2vsDMSO.txt	2153	F5
MCM7_4079	115.830529382871	0.00244633181249135	0.0537113734713175	1.62194841338263	0	0	0	PFOS2vsDMSO.txt	4176	MCM7
APOC1_19115	37253.5720999048	0.00265285534059708	0.0557846904719921	-1.27450387279615	0	0	0	PFOS2vsDMSO.txt	341	APOC1
CRYZ_1586	670.0771500584	0.00264355798503387	0.0557846904719921	-1.91480574065387	0	0	0	PFOS2vsDMSO.txt	1429	CRYZ
VAMP7_7620	848.590383946073	0.00264840641963248	0.0557846904719921	-1.27071077328996	0	0	0	PFOS2vsDMSO.txt	6845	VAMP7
HIST1H2BI_11969	176.39081014636	0.00298186180459721	0.0618322176981061	-1.66072731441391	0	0	0	PFOS2vsDMSO.txt	8346	HIST1H2BI
ALDH9A1_231	1584.66273474751	0.00311013429699015	0.0627490608838688	-1.43452371628341	0	0	0	PFOS2vsDMSO.txt	223	ALDH9A1
SAT1_17598	5420.93466100601	0.00309719469157852	0.0627490608838688	-1.27536808512947	0	0	0	PFOS2vsDMSO.txt	6303	SAT1
SSR1_6784	127.951236757334	0.00329262649050601	0.0646827809253352	-1.62322694521218	0	0	0	PFOS2vsDMSO.txt	6745	SSR1
TMEM50A_7213	124.25840973521	0.00325484677105042	0.0646827809253352	-1.68000619652725	0	0	0	PFOS2vsDMSO.txt	23585	TMEM50A
TNIP1_7262	233.497814664859	0.00364355938465455	0.0706471968998603	-1.69105591292993	0	0	0	PFOS2vsDMSO.txt	10318	TNIP1
CAV2_15304	168.633243825151	0.00372553408559938	0.0713105434589727	-3.06286902397522	0	0	0	PFOS2vsDMSO.txt	858	CAV2
MPDZ_11090	313.567972303992	0.00394191867135524	0.0744972731181439	-1.49858726270385	0	0	0	PFOS2vsDMSO.txt	8777	MPDZ
MAPK1_3990	118.721409812641	0.00406809585855009	0.0750574282671126	-1.54066197791725	0	0	0	PFOS2vsDMSO.txt	5594	MAPK1
NDRG1_21187	998.703697541485	0.00407210427972949	0.0750574282671126	1.43415889466581	0	0	0	PFOS2vsDMSO.txt	10397	NDRG1
USP22_7587	697.486222611902	0.00421297176859724	0.0767069128111668	1.33826419840395	0	0	0	PFOS2vsDMSO.txt	23326	USP22
BAX_28222	1570.8847976587	0.00434019957920572	0.0780713008645077	1.25911063817208	0	0	0	PFOS2vsDMSO.txt	581	BAX
EEF2_2042	8411.88578807059	0.0044061610211431	0.0783142667210316	1.1866869953027	0	0	0	PFOS2vsDMSO.txt	1938	EEF2
BCL2L1_21647	2563.81359706525	0.00459545094953029	0.0807177443252791	1.25394506677893	0	0	0	PFOS2vsDMSO.txt	598	BCL2L1
AMDHD2_248	132.523212231735	0.00472273418613498	0.0819888620918549	1.79527381006228	0	0	0	PFOS2vsDMSO.txt	51005	AMDHD2
RPL35_21373	2665.40371900293	0.00481113784568555	0.0825635494667646	1.20427516045875	0	0	0	PFOS2vsDMSO.txt	11224	RPL35
RPL8_5955	2186.89705854488	0.00505326209579999	0.0857331853298794	1.20325254896223	0	0	0	PFOS2vsDMSO.txt	6132	RPL8
ADH1A_126	18839.9345109421	0.0052791419612831	0.0885590893055693	-1.21756296162198	0	0	0	PFOS2vsDMSO.txt	124	ADH1A
LSM5_3894	240.988693290711	0.00575092985429482	0.0954015363606908	-1.55635959879737	0	0	0	PFOS2vsDMSO.txt	23658	LSM5
CPOX_28209	229.404081323374	0.00600562924479506	0.0974609180704242	-1.51192983512292	0	0	0	PFOS2vsDMSO.txt	1371	CPOX
NAMPT_10869	5320.12449298217	0.00600316830708852	0.0974609180704242	-1.28606322176872	0	0	0	PFOS2vsDMSO.txt	10135	NAMPT
GDI2_15353	1726.06000657124	0.00632740122290354	0.0984042711020311	-1.17683204559004	0	0	0	PFOS2vsDMSO.txt	2665	GDI2
RPS2_5983	1718.97309667018	0.0062850592178001	0.0984042711020311	1.30930881087316	0	0	0	PFOS2vsDMSO.txt	6187	RPS2
SAT1_6103	11564.8212563167	0.00626176022398322	0.0984042711020311	-1.18416861919703	0	0	0	PFOS2vsDMSO.txt	6303	SAT1
UGT1A9_7544	2828.25217610926	0.006287959290329	0.0984042711020311	-1.36884883151109	0	0	0	PFOS2vsDMSO.txt	54600	UGT1A9
CHMP2B_1301	135.051919664969	0.00643599992979762	0.0990613185070913	-1.85191438539145	0	0	0	PFOS2vsDMSO.txt	25978	CHMP2B
MMP1_4206	81.4500233769893	0.00650918287945487	0.0991654085614911	-24.6590051384363	0	0	0	PFOS2vsDMSO.txt	4312	MMP1
TMED7_27963	203.84812009672	0.0065797035996363	0.0992272472147171	-1.47383117543336	0	0	0	PFOS2vsDMSO.txt	51014	TMED7
FBXO7_2377	944.902903101137	0.00664909177735273	0.0992709402358762	-1.26933182343661	0	0	0	PFOS2vsDMSO.txt	25793	FBXO7
NAT2_4457	346.693655975875	0.00671700854921565	0.0992920174651383	-1.29262517075867	0	0	0	PFOS2vsDMSO.txt	10	NAT2
CDK19_1201	152.739405107332	0.00710132695318583	0.103757395188326	1.55012886970395	0	0	0	PFOS2vsDMSO.txt	23097	CDK19
DYNLT3_2000	778.700847049972	0.00723549376666523	0.103757395188326	-1.31913601484729	0	0	0	PFOS2vsDMSO.txt	6990	DYNLT3
RECQL_5786	399.547515988156	0.00716871451063102	0.103757395188326	-1.33859509125506	0	0	0	PFOS2vsDMSO.txt	5965	RECQL
TPI1_22768	655.238712970049	0.00729707065959424	0.103757395188326	1.43484709825019	0	0	0	PFOS2vsDMSO.txt	7167	TPI1
KDELR2_3540	976.901966452908	0.00766558880334447	0.106960038162554	-1.48121586415426	0	0	0	PFOS2vsDMSO.txt	11014	KDELR2
NDUFV3_27573	648.37658228279	0.00766082746588732	0.106960038162554	-1.24748230680616	0	0	0	PFOS2vsDMSO.txt	4731	NDUFV3
HSP90AA1_3127	3260.5601339677	0.00777952811631068	0.107544772941221	-1.32375355606703	0	0	0	PFOS2vsDMSO.txt	3320	HSP90AA1
EI24_15156	140.52967798879	0.00812426047883759	0.109274963017158	-2.55950119188173	0	0	0	PFOS2vsDMSO.txt	9538	EI24
MED21_4109	198.029041459168	0.00797859246274171	0.109274963017158	-1.38776993762638	0	0	0	PFOS2vsDMSO.txt	9412	MED21
NR1I3_16711	477.150711628368	0.00811785109094357	0.109274963017158	-1.4871152809261	0	0	0	PFOS2vsDMSO.txt	9970	NR1I3
CYP2E1_1722	9612.18730443401	0.00868492173856285	0.113618239135846	-1.30641185245365	0	0	0	PFOS2vsDMSO.txt	1571	CYP2E1
PPARA_17989	573.536596278955	0.00875157233799214	0.113618239135846	1.29736860881707	0	0	0	PFOS2vsDMSO.txt	5465	PPARA
RFNG_5813	128.858160731681	0.00868813672086915	0.113618239135846	1.44479832053722	0	0	0	PFOS2vsDMSO.txt	5986	RFNG
ZNF274_7885	148.093137953859	0.00857785912259281	0.113618239135846	-1.46985156765255	0	0	0	PFOS2vsDMSO.txt	10782	ZNF274
TARBP1_6945	127.907115318262	0.00890073954197536	0.11448381151218	1.81526143131	0	0	0	PFOS2vsDMSO.txt	6894	TARBP1
TMEM14C_7183	532.302349543929	0.00897160478695584	0.11448381151218	-1.23759971053816	0	0	0	PFOS2vsDMSO.txt	51522	TMEM14C
ACAA1_48	630.825524348753	0.00911246727347897	0.115295878299187	-1.80124682566556	0	0	0	PFOS2vsDMSO.txt	30	ACAA1
C1QBP_10605	964.02756831863	0.0092159161534884	0.115624897623178	1.24637073729445	0	0	0	PFOS2vsDMSO.txt	708	C1QBP
RPP38_28323	214.974419239985	0.00943966366833714	0.117445148806895	-1.43197888261441	0	0	0	PFOS2vsDMSO.txt	10557	RPP38
STRBP_13783	234.524452335718	0.0096930354279725	0.119600842098867	1.30730133890395	0	0	0	PFOS2vsDMSO.txt	55342	STRBP
